Year,Country,t_wins,t_losses,t_other,t_sixes,t_fours,t_other_runs,t_bowler_wicket,t_fielder_wicket,t_keeper_wicket,t_sixes_given,t_fours_given,t_other_runs_given,t_bowler_wicket_given,t_fielder_wicket_given,t_keeper_wicket_given,t2_wins,t2_losses,t2_other,t2_sixes,t2_fours,t2_other_runs,t2_bowler_wicket,t2_fielder_wicket,t2_keeper_wicket,t2_sixes_given,t2_fours_given,t2_other_runs_given,t2_bowler_wicket_given,t2_fielder_wicket_given,t2_keeper_wicket_given,o_wins,o_losses,o_other,o_sixes,o_fours,o_other_runs,o_bowler_wicket,o_fielder_wicket,o_keeper_wicket,o_sixes_given,o_fours_given,o_other_runs_given,o_bowler_wicket_given,o_fielder_wicket_given,o_keeper_wicket_given,Win-Rate
2010,England,9,3,2,2.142857142857143,60.5,289.7142857142857,5.142857142857143,12.142857142857142,0.14285714285714285,2.642857142857143,60.857142857142854,231.57142857142858,5.071428571428571,8.0,0.2857142857142857,8,2,1,4.0,12.0,69.81818181818181,0.6363636363636364,5.090909090909091,0.2727272727272727,2.8181818181818183,7.545454545454546,68.0909090909091,1.5454545454545454,3.3636363636363638,0.09090909090909091,11,5,0,3.0625,21.6875,147.6875,2.375,5.5625,0.0625,2.125,21.75,143.125,3.25,3.6875,0.125,0.6
2010,Pakistan,2,6,2,2.7,53.8,202.5,7.0,8.6,0.0,3.3,61.3,299.1,5.0,12.4,0.2,6,12,0,4.555555555555555,11.555555555555555,71.16666666666667,2.0555555555555554,3.7777777777777777,0.6666666666666666,4.611111111111111,11.61111111111111,66.72222222222223,1.6666666666666667,5.777777777777778,0.16666666666666666,5,13,0,3.7777777777777777,18.88888888888889,141.61111111111111,2.7777777777777777,3.611111111111111,0.16666666666666666,2.0555555555555554,19.77777777777778,167.38888888888889,2.4444444444444446,6.5,0.16666666666666666,0.8
2010,Bangladesh,0,7,0,4.285714285714286,80.14285714285714,241.14285714285714,3.4285714285714284,7.714285714285714,0.7142857142857143,5.0,65.14285714285714,368.42857142857144,5.857142857142857,13.142857142857142,0.42857142857142855,0,3,0,4.0,8.0,58.333333333333336,0.6666666666666666,2.6666666666666665,0.0,3.3333333333333335,11.0,66.66666666666667,2.0,6.0,0.6666666666666666,9,16,0,2.12,19.56,129.88,2.4,3.6,0.44,3.56,20.48,137.76,2.24,5.12,0.2,0.2
2010,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3.4,7.8,70.2,2.0,4.2,0.4,3.8,6.8,81.0,0.8,6.2,0.4,1,1,0,2.0,18.5,86.5,2.5,3.5,0.5,1.5,13.5,109.5,2.0,2.5,0.0,0.2
2010,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3.2857142857142856,8.857142857142858,62.42857142857143,1.1428571428571428,3.142857142857143,0.14285714285714285,4.857142857142857,10.857142857142858,57.0,3.0,3.2857142857142856,0.14285714285714285,5,12,0,2.0588235294117645,13.529411764705882,131.1764705882353,1.2352941176470589,3.9411764705882355,0.6470588235294118,4.294117647058823,17.58823529411765,133.35294117647058,2.411764705882353,4.882352941176471,0.35294117647058826,0.0
2011,West Indies,2,4,4,5.7,49.8,275.6,5.1,10.0,0.4,3.4,51.8,293.8,7.5,10.1,0.4,2,3,0,4.8,9.6,65.4,1.8,4.4,0.0,2.8,10.2,73.0,2.8,4.0,0.2,10,17,1,5.25,15.75,120.39285714285714,2.142857142857143,4.035714285714286,0.2857142857142857,2.1785714285714284,16.357142857142858,125.53571428571429,2.7142857142857144,4.214285714285714,0.32142857142857145,0.6
2011,Australia,4,3,2,2.7777777777777777,57.0,264.6666666666667,4.888888888888889,11.222222222222221,0.1111111111111111,2.6666666666666665,53.77777777777778,233.55555555555554,5.222222222222222,12.0,0.0,2,4,0,5.833333333333333,10.833333333333334,73.33333333333333,2.1666666666666665,4.0,0.0,3.5,15.166666666666666,76.66666666666667,2.6666666666666665,3.8333333333333335,0.3333333333333333,18,6,1,3.64,19.4,131.52,1.96,5.56,0.08,2.16,18.64,136.44,2.04,3.72,0.08,0.4
2011,Sri Lanka,1,4,6,2.5454545454545454,53.81818181818182,283.27272727272725,4.181818181818182,8.090909090909092,0.2727272727272727,3.090909090909091,53.81818181818182,281.45454545454544,5.0,11.636363636363637,0.18181818181818182,3,1,0,2.0,16.75,79.25,3.75,3.5,0.5,5.75,10.25,72.0,2.25,2.75,0.0,13,12,2,1.7777777777777777,19.296296296296298,127.4074074074074,2.814814814814815,3.925925925925926,0.2962962962962963,1.962962962962963,16.11111111111111,124.92592592592592,1.9259259259259258,4.222222222222222,0.48148148148148145,0.4
2011,India,3,5,4,3.5,57.416666666666664,272.1666666666667,6.25,10.25,0.25,3.5,64.16666666666667,327.5,5.083333333333333,11.333333333333334,0.3333333333333333,2,2,0,5.0,12.75,72.0,1.75,3.5,0.25,4.5,12.25,69.0,2.0,5.5,0.25,21,10,3,3.323529411764706,21.705882352941178,142.11764705882354,3.0,4.264705882352941,0.35294117647058826,3.9705882352941178,18.764705882352942,135.02941176470588,1.8823529411764706,4.529411764705882,0.20588235294117646,0.4
2011,New Zealand,2,2,1,4.4,55.0,260.2,4.8,10.2,0.0,4.0,57.8,234.6,6.0,13.2,0.4,2,0,0,8.0,10.0,69.0,1.0,6.5,0.5,4.5,12.0,63.5,0.5,1.0,0.0,9,7,1,4.235294117647059,17.58823529411765,121.3529411764706,2.176470588235294,5.529411764705882,0.058823529411764705,3.2941176470588234,18.764705882352942,117.0,1.7647058823529411,3.6470588235294117,0.058823529411764705,0.6
2011,South Africa,2,2,1,2.6,59.0,240.4,4.8,13.0,0.0,3.0,58.2,232.0,4.8,11.4,0.2,1,2,0,5.333333333333333,11.666666666666666,68.33333333333333,1.3333333333333333,5.0,0.0,5.666666666666667,12.0,72.0,2.6666666666666665,4.333333333333333,0.0,9,6,0,2.466666666666667,18.733333333333334,152.53333333333333,2.8666666666666667,5.333333333333333,0.13333333333333333,2.933333333333333,15.8,107.53333333333333,2.0,5.133333333333334,0.3333333333333333,0.8
2011,England,6,0,2,2.0,71.5,345.375,5.125,13.0,0.25,1.875,63.5,261.125,3.375,7.25,0.125,4,3,0,2.857142857142857,11.285714285714286,72.42857142857143,2.4285714285714284,4.0,0.14285714285714285,3.7142857142857144,11.142857142857142,70.85714285714286,1.7142857142857142,4.142857142857143,0.14285714285714285,11,16,3,2.3333333333333335,18.966666666666665,142.7,1.8666666666666667,4.533333333333333,0.3,3.2666666666666666,21.733333333333334,144.2,2.6,4.433333333333334,0.23333333333333334,0.6
2011,Pakistan,6,1,3,4.0,54.1,275.4,8.0,10.9,0.5,4.6,52.3,280.2,5.0,7.1,0.2,4,1,0,2.8,12.6,84.6,2.6,5.4,0.2,2.4,10.0,70.6,1.4,4.4,0.2,22,7,1,2.3,17.433333333333334,122.93333333333334,2.8666666666666667,4.233333333333333,0.3333333333333333,2.7333333333333334,14.1,117.1,1.9,4.366666666666666,0.23333333333333334,0.4
2011,Bangladesh,0,4,1,3.0,59.8,241.0,4.2,6.8,0.4,5.4,57.2,321.6,7.0,10.6,0.4,1,1,0,2.0,6.5,72.0,2.0,4.5,0.5,4.0,9.0,73.5,3.0,5.0,0.0,6,14,0,1.45,15.4,117.7,2.1,3.7,0.4,4.0,17.3,118.65,2.4,4.9,0.1,0.0
2011,Zimbabwe,1,2,0,5.666666666666667,63.0,333.3333333333333,7.333333333333333,9.666666666666666,0.0,6.0,67.33333333333333,282.3333333333333,8.0,9.0,0.6666666666666666,0,4,0,3.5,11.5,64.5,0.75,2.75,0.0,5.75,12.25,79.75,1.5,6.25,0.25,6,11,0,3.0,18.58823529411765,130.7058823529412,1.588235294117647,3.6470588235294117,0.23529411764705882,2.235294117647059,19.294117647058822,134.58823529411765,2.4705882352941178,4.823529411764706,0.23529411764705882,0.0
